-0.042468,-0.061527,0.038293,-0.039159,-0.032241,0.025032,-0.022711,-0.047638,0.130926,-0.132404389,-0.052812583,0.00431636,-0.024748,-0.035931,0.079811,-0.032067,-0.049922,0.071934,-0.064563,-0.060575,0.156917,-0.062513,-0.040079,0.123953,-0.072501,-0.057361,0.102907,-0.016447,-0.029493,0.035852
-0.052241,-0.086236,0.088258,-0.048733,-0.048492,0.057519,-0.017969,-0.07052,0.21622,-0.129533972,-0.086234667,0.018163667,-0.029803,-0.047067,0.131463,-0.037303,-0.06269,0.117621,-0.076136,-0.081944,0.22914,-0.071741,-0.055096,0.186628,-0.084309,-0.072664,0.151254,-0.039179,-0.049923,0.073376
-0.062353,-0.112693,0.143432,-0.058684,-0.065949,0.093032,-0.012084,-0.095346,0.30981,-0.126663556,-0.11965675,0.108067667,-0.034978,-0.058833,0.18772,-0.042581,-0.075993,0.166831,-0.087833,-0.104683,0.306926,-0.080889,-0.07109,0.254177,-0.096259,-0.088615,0.202633,-0.060068,-0.070686,0.114357
-0.073141,-0.142635,0.208995,-0.069388,-0.085818,0.134597,-0.003928,-0.124022,0.419849,-0.123793139,-0.153078833,0.197971667,-0.040394,-0.071858,0.253162,-0.047945,-0.090368,0.22309,-0.099776,-0.130154,0.39581,-0.089875,-0.089037,0.331462,-0.108492,-0.105859,0.260074,-0.077271,-0.092116,0.162254
-0.084687,-0.176964,0.288079,-0.081051,-0.108925,0.184384,0.007192,-0.157324,0.55,-0.120922722,-0.186500917,0.287875667,-0.04605,-0.08642,0.330415,-0.053386,-0.106167,0.289076,-0.111845,-0.159025,0.498766,-0.098497,-0.109505,0.421494,-0.121088,-0.124931,0.326182,-0.089753,-0.114577,0.219718
-0.096636,-0.21516,0.380317,-0.093427,-0.135107,0.242323,0.021449,-0.194691,0.698614,-0.118052306,-0.219923,0.377779667,-0.051745,-0.102209,0.418766,-0.058723,-0.123133,0.364631,-0.123508,-0.190775,0.614411,-0.10629,-0.132205,0.523404,-0.133759,-0.145697,0.401055,-0.099181,-0.138551,0.286693
-0.10859,-0.25656,0.485009,-0.106198,-0.164043,0.307982,0.039013,-0.235501,0.86379,-0.102867,-0.251268,0.469023,-0.057252,-0.11886,0.517195,-0.063738,-0.140879,0.449005,-0.134189,-0.224772,0.740944,-0.112759,-0.156743,0.635837,-0.146088,-0.16778,0.483887,-0.107789,-0.164538,0.362559
-0.120094,-0.30048,0.601664,-0.119021,-0.195416,0.381007,0.060218,-0.279224,1.043958,-0.108217,-0.285024,0.554909,-0.062286,-0.136083,0.624915,-0.06819,-0.159024,0.541514,-0.143205,-0.260367,0.87676,-0.117314,-0.18272,0.757517,-0.157646,-0.190806,0.573884,-0.117034,-0.1928,0.446806
-0.130655,-0.346215,0.729948,-0.131516,-0.228928,0.461184,0.085449,-0.325364,1.237653,-0.11206,-0.32011,0.648831,-0.066516,-0.153643,0.741324,-0.071766,-0.177199,0.641667,-0.149792,-0.296909,1.020407,-0.119261,-0.209735,0.887263,-0.167921,-0.214398,0.670368,-0.126173,-0.222912,0.539239
-0.139734,-0.392968,0.869307,-0.143294,-0.264274,0.5483,0.114965,-0.373227,1.442185,-0.113958,-0.355572,0.749142,-0.069584,-0.171307,0.865632,-0.074143,-0.195037,0.749005,-0.153183,-0.333671,1.170236,-0.11789,-0.237372,1.023825,-0.17636,-0.238184,0.772726,-0.134081,-0.254327,0.639718
-0.146563,-0.439421,1.017949,-0.153828,-0.300915,0.641652,0.1488,-0.421792,1.652833,-0.113467,-0.390449,0.8542,-0.071007,-0.188846,0.995966,-0.074947,-0.212169,0.862739,-0.152593,-0.369523,1.323502,-0.11239,-0.265031,1.165102,-0.182401,-0.261781,0.880297,-0.139801,-0.286487,0.747777
-0.150294,-0.484079,1.173651,-0.16243,-0.338027,0.739952,0.186916,-0.469981,1.864571,-0.110073,-0.423769,0.962634,-0.070259,-0.206028,1.130081,-0.073685,-0.228221,0.981302,-0.147232,-0.403195,1.477085,-0.101879,-0.291992,1.308442,-0.185381,-0.284715,0.991807,-0.142775,-0.318795,0.862178
-0.150063,-0.525398,1.333823,-0.168401,-0.374757,0.841863,0.228786,-0.516495,2.071365,-0.10321,-0.454556,1.073268,-0.066835,-0.222588,1.265537,-0.069851,-0.24282,1.103007,-0.136403,-0.433374,1.627888,-0.085513,-0.317529,1.45121,-0.184562,-0.306443,1.105538,-0.142502,-0.350651,0.981568
-0.144967,-0.56173,1.495032,-0.171076,-0.410008,0.945837,0.273627,-0.559921,2.266658,-0.092321,-0.481831,1.184933,-0.060279,-0.238172,1.399439,-0.062962,-0.255608,1.226035,-0.119623,-0.458647,1.772881,-0.062637,-0.340869,1.590924,-0.179216,-0.326422,1.219763,-0.138428,-0.38138,1.104309
-0.134107,-0.591432,1.653746,-0.169814,-0.442479,1.050151,0.320337,-0.598916,2.444598,-0.077129,-0.504624,1.296562,-0.050153,-0.252426,1.528854,-0.052595,-0.266264,1.348288,-0.096459,-0.477615,1.90909,-0.032667,-0.361228,1.72515,-0.168821,-0.344112,1.332726,-0.129894,-0.410155,1.228191
-0.116882,-0.613421,1.80685,-0.164034,-0.470879,1.153133,0.367071,-0.632314,2.601015,-0.057631,-0.521974,1.407186,-0.036228,-0.265208,1.651344,-0.038334,-0.27447,1.46764,-0.066955,-0.489625,2.034679,0.004665,-0.378001,1.851882,-0.153067,-0.358974,1.442643,-0.116229,-0.436131,1.350937
-0.09299,-0.627193,1.951661,-0.153727,-0.494074,1.25368,0.41186,-0.659021,2.732147,-0.033843,-0.532928,1.515843,-0.018493,-0.276598,1.764996,-0.019978,-0.280141,1.582282,-0.031648,-0.494797,2.148994,0.048707,-0.39111,1.970324,-0.131662,-0.370476,1.547738,-0.097091,-0.458498,1.470408
-0.062275,-0.632448,2.085744,-0.139206,-0.511014,1.351008,0.452516,-0.678685,2.836513,-0.006025,-0.537032,1.621728,0.00299,-0.286738,1.868092,0.002303,-0.28359,1.690952,0.008821,-0.493441,2.251576,0.098632,-0.400575,2.079908,-0.104819,-0.378326,1.646772,-0.072707,-0.476503,1.584708
-0.025582,-0.630272,2.208405,-0.120825,-0.520871,1.44441,0.486689,-0.691498,2.914323,0.025223,-0.534517,1.724249,0.027652,-0.29614,1.96029,0.028296,-0.28517,1.792448,0.053168,-0.48708,2.343045,0.15303,-0.406804,2.180518,-0.073454,-0.382565,1.739244,-0.043366,-0.489404,1.691972
0.015776,-0.622398,2.319773,-0.099155,-0.52415,1.533625,0.512316,-0.697979,2.96634,0.059277,-0.525668,1.822832,0.05469,-0.305496,2.041895,0.057446,-0.285403,1.886088,0.099807,-0.477803,2.42453,0.209582,-0.410809,2.272744,-0.038533,-0.383263,1.824708,-0.009783,-0.496786,1.790937
0.060311,-0.610579,2.420155,-0.074853,-0.521867,1.618562,0.528327,-0.699722,2.99509,0.095459,-0.511065,1.916969,0.083194,-0.315437,2.113438,0.088697,-0.285053,1.971942,0.147169,-0.467568,2.497156,0.265907,-0.413636,2.357232,-0.001229,-0.380677,1.90296,0.026697,-0.498716,1.881217
0.106001,-0.596605,2.510416,-0.048541,-0.515113,1.699157,0.533897,-0.698546,3.003493,0.132985,-0.491869,2.00628,0.11193,-0.32641,2.176165,0.12095,-0.2849,2.050148,0.193734,-0.457892,2.56204,0.319852,-0.41604,2.434603,0.03688,-0.375433,1.974257,0.064675,-0.495313,1.962503
0.150725,-0.582265,2.591522,-0.020711,-0.505289,1.775448,0.528962,-0.696022,2.994857,0.171063,-0.469303,2.090404,0.139602,-0.338819,2.23146,0.153051,-0.285549,2.121076,0.237998,-0.450195,2.62029,0.369466,-0.418524,2.50545,0.074175,-0.368202,2.038912,0.1026,-0.487175,2.034745
0.192644,-0.568839,2.664168,0.008179,-0.49387,1.847502,0.514247,-0.693473,2.972898,0.2089,-0.444556,2.169026,0.165047,-0.3528,2.280621,0.183779,-0.287384,2.185388,0.278751,-0.445229,2.672803,0.412874,-0.421524,2.570327,0.10919,-0.359615,2.097249,0.138724,-0.475503,2.098216
0.230313,-0.556916,2.728671,0.037682,-0.482057,1.915355,0.490623,-0.692021,2.941232,0.245709,-0.418719,2.241973,0.187284,-0.368121,2.32483,0.21192,-0.290764,2.243761,0.315189,-0.442828,2.720188,0.448759,-0.42501,2.629465,0.140892,-0.350207,2.14963,0.171309,-0.461538,2.153216
0.262373,-0.546989,2.785301,0.067381,-0.470329,1.978964,0.459534,-0.691846,2.902879,0.280703,-0.392866,2.309096,0.205385,-0.384497,2.365226,0.23656,-0.295789,2.296825,0.346576,-0.442728,2.763009,0.476067,-0.428729,2.682945,0.168323,-0.340495,2.196422,0.199108,-0.44644,2.200251
0.288141,-0.539081,2.834161,0.096866,-0.459047,2.038274,0.422602,-0.692822,2.860664,0.313156,-0.367986,2.370259,0.218897,-0.401365,2.402588,0.25711,-0.302277,2.34516,0.372632,-0.444315,2.801595,0.494081,-0.432381,2.73083,0.190689,-0.330928,2.237988,0.221413,-0.431293,2.240046
0.307357,-0.532914,2.87524,0.125765,-0.448425,2.093239,0.381451,-0.69449,2.816998,0.342585,-0.344724,2.42539,0.227659,-0.417988,2.437468,0.273016,-0.310023,2.389333,0.393363,-0.446751,2.836125,0.503418,-0.435484,2.773123,0.207857,-0.321699,2.274673,0.237567,-0.417147,2.273336
0.319861,-0.528168,2.908566,0.153777,-0.43842,2.14383,0.337704,-0.695912,2.773694,0.368566,-0.323642,2.474434,0.23163,-0.433622,2.470354,0.284135,-0.318656,2.429761,0.4088,-0.449215,2.866785,0.505028,-0.437509,2.809809,0.219858,-0.31293,2.306814,0.24743,-0.404588,2.300837
0.325893,-0.524348,2.934325,0.18061,-0.428959,2.190024,0.292938,-0.696131,2.732457,0.390729,-0.305216,2.517353,0.231258,-0.447518,2.501492,0.290702,-0.327652,2.466723,0.419065,-0.45097,2.893803,0.49984,-0.43798,2.840999,0.226774,-0.304709,2.334743,0.251343,-0.393761,2.323247
0.325801,-0.520908,2.952751,0.206017,-0.419886,2.231864,0.248362,-0.694343,2.694537,0.409019,-0.289421,2.554224,0.227122,-0.45893,2.531062,0.292978,-0.336477,2.500489,0.424305,-0.451304,2.917419,0.488744,-0.436529,2.867056,0.228996,-0.296912,2.358751,0.249677,-0.384778,2.341262
0.320022,-0.517269,2.964186,0.229808,-0.410938,2.269481,0.205018,-0.689819,2.660977,0.423496,-0.276051,2.585166,0.219794,-0.467241,2.559248,0.291397,-0.344557,2.5313,0.424691,-0.449615,2.937904,0.472616,-0.432806,2.888378,0.227028,-0.289336,2.379112,0.243006,-0.377427,2.355513
0.309146,-0.512783,2.969175,0.251801,-0.401847,2.303011,0.163784,-0.682015,2.632623,0.43424,-0.264866,2.610314,0.209827,-0.472076,2.586246,0.286532,-0.351284,2.559376,0.420442,-0.445511,2.955594,0.452158,-0.426576,2.905454,0.22137,-0.28177,2.396103,0.232064,-0.371245,2.366581
0.293793,-0.5068,2.968287,0.271887,-0.392299,2.332643,0.125208,-0.670775,2.609921,0.441535,-0.255353,2.629931,0.197766,-0.473105,2.612255,0.278949,-0.356066,2.584941,0.411797,-0.43863,2.970826,0.427872,-0.417741,2.918871,0.212526,-0.273926,2.410003,0.217588,-0.36576,2.375042
0.274741,-0.498793,2.962175,0.290017,-0.381943,2.358601,0.089784,-0.656002,2.593238,0.445762,-0.246854,2.644348,0.184017,-0.470264,2.637501,0.269111,-0.358487,2.608271,0.399257,-0.428783,2.983925,0.40027,-0.406209,2.92922,0.201,-0.265475,2.421089,0.200294,-0.360476,2.381409
0.2529,-0.488336,2.951561,0.306151,-0.370434,2.381118,0.057866,-0.637778,2.582595,0.447304,-0.23872,2.653906,0.168869,-0.463716,2.662237,0.257408,-0.358257,2.629679,0.383542,-0.415929,2.9952,0.370095,-0.391937,2.937013,0.187297,-0.256093,2.429641,0.180888,-0.354882,2.386153
0.229184,-0.475044,2.937157,0.320302,-0.357513,2.400438,0.029717,-0.6163,2.577789,0.446509,-0.230417,2.659044,0.152623,-0.45365,2.686691,0.244227,-0.355106,2.649477,0.365361,-0.400028,3.004934,0.338246,-0.374904,2.942718,0.171933,-0.245495,2.435912,0.160061,-0.348476,2.389733
0.204495,-0.458755,2.919611,0.332511,-0.342967,2.416816,0.005539,-0.591768,2.578498,0.443696,-0.221496,2.660274,0.135673,-0.440365,2.710941,0.229927,-0.348986,2.667956,0.345301,-0.381032,3.013241,0.305606,-0.355109,2.946773,0.155431,-0.233428,2.440141,0.138418,-0.340836,2.392489
0.179726,-0.43939,2.899549,0.342824,-0.326601,2.430506,-0.014634,-0.564368,2.58407,0.439187,-0.211514,2.658108,0.118445,-0.4242,2.73501,0.214853,-0.339975,2.685398,0.323908,-0.358888,3.020173,0.272979,-0.332631,2.949476,0.138314,-0.219641,2.442564,0.116506,-0.331587,2.394696
0.155687,-0.416946,2.877542,0.351316,-0.308318,2.441745,-0.03081,-0.534293,2.593786,0.433254,-0.20015,2.653044,0.101376,-0.405463,2.758847,0.199349,-0.328157,2.702065,0.301954,-0.333688,3.025826,0.241136,-0.307579,2.951078,0.121059,-0.20395,2.443346,0.094862,-0.320384,2.396617
0.132965,-0.391605,2.854035,0.358072,-0.28806,2.450768,-0.043147,-0.501777,2.606858,0.426125,-0.187201,2.645557,0.084934,-0.384383,2.782212,0.18378,-0.313663,2.718068,0.280775,-0.305873,3.03041,0.210765,-0.280084,2.951786,0.1041,-0.186238,2.442585,0.073933,-0.307119,2.398435
0.112109,-0.363577,2.829449,0.363184,-0.265794,2.457798,-0.051945,-0.467101,2.622434,0.418027,-0.172472,2.636126,0.069584,-0.361175,2.80484,0.168515,-0.29664,2.733441,0.261718,-0.275916,3.034131,0.182306,-0.250354,2.951692,0.087865,-0.166392,2.440375,0.05412,-0.2918,2.40029
0.09351,-0.333156,2.804101,0.366787,-0.241595,2.463016,-0.057515,-0.430563,2.639673,0.409175,-0.15586,2.625162,0.055688,-0.336027,2.826435,0.153913,-0.277237,2.748199,0.244012,-0.243731,3.03665,0.156157,-0.218606,2.950867,0.072678,-0.144387,2.436764,0.035803,-0.274393,2.402267
0.077379,-0.300726,2.778195,0.369021,-0.215559,2.466593,-0.060218,-0.392531,2.657773,0.399767,-0.13739,2.612989,0.043489,-0.309101,2.846672,0.140239,-0.255591,2.762211,0.224532,-0.208602,3.03702,0.132588,-0.185091,2.949317,0.058717,-0.12032,2.431734,0.01921,-0.254558,2.404047
0.063903,-0.266673,2.75191,0.370036,-0.187812,2.468682,-0.060424,-0.353396,2.675947,0.390001,-0.117094,2.599922,0.033214,-0.280555,2.865228,0.127719,-0.231833,2.775291,0.200757,-0.17004,3.034513,0.111686,-0.150104,2.946942,0.046148,-0.094297,2.425262,0.004509,-0.231829,2.405143
0.053111,-0.231376,2.725278,0.369995,-0.158543,2.469385,-0.058445,-0.313482,2.69346,0.380055,-0.09505,2.58623,0.024987,-0.250547,2.881792,0.116561,-0.206103,2.787238,0.176372,-0.129762,3.030565,0.093512,-0.113945,2.943635,0.035086,-0.066488,2.417316,-0.008145,-0.206068,2.405243
0.044957,-0.19521,2.698255,0.369064,-0.12795,2.468797,-0.05452,-0.273038,2.709638,0.370063,-0.071409,2.572088,0.018881,-0.219238,2.896061,0.106878,-0.178578,2.797799,0.158197,-0.090596,3.027702,0.078046,-0.076895,2.939209,0.025547,-0.037182,2.407848,-0.018652,-0.17902,2.405023
0.039365,-0.158526,2.670773,0.367394,-0.096227,2.466987,-0.048879,-0.232295,2.723833,0.360155,-0.046336,2.557664,0.01495,-0.186787,2.907748,0.098749,-0.149451,2.8067,0.150628,-0.054406,3.02724,0.065189,-0.03921,2.933415,0.017535,-0.006682,2.396806,-0.026932,-0.153099,2.405509
0.036165,-0.121592,2.642672,0.365118,-0.063558,2.463973,-0.041723,-0.191399,2.735512,0.350447,-0.020005,2.543065,0.013193,-0.153359,2.916609,0.092239,-0.118919,2.813664,0.149741,-0.019751,3.026351,0.054842,-0.001147,2.925999,0.01104,0.024704,2.384132,-0.0329,-0.12994,2.407337
